hs1	163425883	173425883	0.205433688
hs1	168467950	178467950	0.175940331
hs1	169329191	179329191	0.230123445
hs1	179329192	181393564	0
hs1	181393565	191393565	0.195366067
hs1	188748555	198748555	1.32453237
hs1	198748556	212352376	0
hs1	212352377	222352377	0.114220401
hs1	221888654	231888654	0.54209169
hs1	231888655	234083640	0
hs1	234083641	244083641	0.321467572
hs10	71631216	81631216	0.690986396
hs10	81631217	84641814	0
hs10	84641815	94641815	1.103141423
hs10	94641816	95974069	0
hs10	95974070	105974070	0.285464709
hs10	105974071	116196502	0
hs10	116196503	126196503	0.255543734
hs10	126196504	127139901	0
hs10	127139902	137139902	5.424628835
hs10	133022785	143022785	0.542525668
hs11	5470408	15470408	0.386225582
hs11	15470409	84980733	0
hs11	84980734	94980734	0.875041028
hs11	88087255	98087255	0.248171312
hs11	92861647	102861647	0.14588043
hs11	102861648	110591773	0
hs11	110591774	120591774	0.123100772
hs11	114745430	124745430	0.129218033
hs11	115043033	125043033	0.207569025
hs11	117506570	127506570	0.155445489
hs11	123516528	133516528	3.163766837
hs12	40717911	50717911	0.219966134
hs12	41276502	51276502	0.212078995
hs12	42784039	52784039	0.338691305
hs12	52784040	99984881	0
hs12	99984882	109984882	0.144578698
hs12	107509134	117509134	0.283182803
hs12	116308531	126308531	0.417346499
hs13	29160961	39160961	0.118870938
hs13	39160962	40455904	0
hs13	40455905	50455905	0.355362632
hs13	47430361	57430361	1.195940676
hs13	57430362	66931941	0
hs13	66931942	76931942	1.341654054
hs13	76931943	79159984	0
hs13	79159985	89159985	0.323889333
hs13	84595018	94595018	0.497159833
hs13	94595019	95433484	0
hs13	95433485	105433485	0.838984446
hs13	97971976	107971976	0.232056674
hs13	104312064	114312064	0.312774999
hs13	104815490	114815490	0.205484306
hs14	48138164	58138164	2.990212049
hs14	57423222	67423222	0.264350525
hs14	59303124	69303124	0.155699711
hs14	59583360	69583360	0.326120683
hs14	69583361	78677838	0
hs14	78677839	88677839	0.092790086
hs14	82666170	92666170	0.215950226
hs15	36068828	46068828	0.452475966
hs15	46068829	65325134	0
hs15	65325135	75325135	0.557134005
hs15	75325136	89933067	0
hs15	89933068	99933068	0.404006064
hs16	25942577	35942577	0.463863558
hs16	27872227	37872227	0.296924233
hs16	27878380	37878380	0.340094399
hs16	28153814	38153814	0.220192643
hs16	38153815	58426888	0
hs16	58426889	68426889	0.325644745
hs16	68426890	73458899	0
hs16	73458900	83458900	0.134376709
hs16	78187280	88187280	1.75955375
hs16	78774167	88774167	0.292258961
hs16	80604095	90604095	0.460531324
hs16	83174915	93174915	1.550826651
hs17	5657235	15657235	0.102581675
hs17	15657236	31854087	0
hs17	31854088	41854088	0.120846597
hs17	41854089	56786984	0
hs17	56786985	66786985	0.512091593
hs18	6258630	16258630	0.241719465
hs18	12015079	22015079	0.248631052
hs18	12016169	22016169	0.538122012
hs18	22016170	33102901	0
