hs1	2784309	12784309	0.328266051
hs1	12784310	45675886	0
hs1	45675887	55675887	0.172056096
hs1	55675888	72927864	0
hs1	72927865	82927865	0.438817844
hs1	82927866	98426748	0
hs1	98426749	108426749	0.181339185
hs1	99581604	109581604	0.056480085
hs1	106934533	116934533	1.173561034
hs1	116934534	163425882	0
hs1	163425883	173425883	0.186541416
hs1	168467950	178467950	0.213483957
hs1	169329191	179329191	0.172722031
hs1	179329192	180856517	0
hs1	180856518	190856518	0.217186095
hs1	181393565	191393565	0.144699689
hs1	188748555	198748555	1.499063374
hs1	198748556	221888653	0
hs1	221888654	231888654	0.902893903
hs1	231888655	234083640	0
hs1	234083641	244083641	0.364849147
hs1	239397797	249397797	0.121169716
hs1	240507547	250507547	0.115794646
hs10	71631216	81631216	0.524605852
hs10	81631217	84641814	0
hs10	84641815	94641815	0.448069861
hs10	94641816	95974069	0
hs10	95974070	105974070	0.357484965
hs10	97951160	107951160	0.109005046
hs10	107951161	116196502	0
hs10	116196503	126196503	1.104315263
hs10	126196504	127139901	0
hs10	127139902	137139902	6.42071855
hs10	133022785	143022785	0.327560834
hs10	134908190	144908190	0.236756837
hs11	5470408	15470408	0.776228124
hs11	8350555	18350555	0.718575744
hs11	18350556	34161340	0
hs11	34161341	44161341	1.508565444
hs11	44161342	84980733	0
hs11	84980734	94980734	0.998890735
hs11	88087255	98087255	0.26919101
hs11	92861647	102861647	0.217126461
hs11	94045731	104045731	0.449921215
hs11	97326785	107326785	0.150125947
hs11	99258149	109258149	1.211821645
hs11	109258150	110591773	0
hs11	110591774	120591774	0.096072889
hs11	115043033	125043033	0.224695572
hs11	117506570	127506570	0.486844842
hs11	123516528	133516528	4.264014329
hs11	129560658	139560658	0.192343183
hs12	30637099	40637099	0.135308167
hs12	40637100	40717910	0
hs12	40717911	50717911	0.159734467
hs12	41276502	51276502	0.315059677
hs12	42784039	52784039	0.446392092
hs12	52784040	99984881	0
hs12	99984882	109984882	1.306149187
hs12	107509134	117509134	0.148249789
hs12	116308531	126308531	0.452389102
hs13	29160961	39160961	0.097877474
hs13	39160962	40455904	0
hs13	40455905	50455905	0.328975835
hs13	47430361	57430361	1.24622181
hs13	57430362	66931941	0
hs13	66931942	76931942	0.572827461
hs13	76931943	79159984	0
hs13	79159985	89159985	0.357536991
hs13	84595018	94595018	0.396906286
hs13	92654445	102654445	0.131887452
hs13	95433485	105433485	2.256304301
hs13	97971976	107971976	0.469685533
hs13	104312064	114312064	0.21516575
hs13	104815490	114815490	0.31958786
hs14	38033902	48033902	1.227818268
hs14	44933484	54933484	0.32796326
hs14	48138164	58138164	3.68508118
hs14	48579727	58579727	0.332411191
hs14	54432218	64432218	0.144187378
hs14	57423222	67423222	0.21378681
hs14	59303124	69303124	0.239336583
hs14	59583360	69583360	0.251910897
hs14	69583361	78677838	0
hs14	78677839	88677839	1.474419547
hs14	82666170	92666170	0.511051954
hs15	36068828	46068828	0.34921512
hs15	46068829	65325134	0
hs15	65325135	75325135	1.97752737
hs15	75325136	89933067	0
hs15	89933068	99933068	0.461511105
hs16	25942577	35942577	0.340317646
hs16	27878380	37878380	0.385114139
hs16	37878381	58426888	0
hs16	58426889	68426889	0.37177547
hs16	68426890	73458899	0
hs16	73458900	83458900	0.318222878
hs16	78187280	88187280	2.659566826
hs16	78774167	88774167	0.25766257
hs16	80604095	90604095	0.625978834
hs16	83174915	93174915	0.440225397
hs17	5657235	15657235	0.18462665
hs17	15657236	56786984	0
hs17	56786985	66786985	0.473480517
hs18	6258630	16258630	0.958119356
hs18	12015079	22015079	0.303141716
hs18	12016169	22016169	0.418731537
hs18	22016170	33102901	0
hs18	33102902	43102902	0.320055776
hs18	39171826	49171826	0.101644478
hs18	40074413	50074413	0.288584996
hs18	50074414	62319202	0
hs18	62319203	72319203	0.139795207
hs18	65335071	75335071	0.498290076
hs18	72031228	82031228	0.257513106
hs18	73702872	83702872	0.10289898
hs19	23463606	33463606	0.266217392
hs19	29424630	39424630	0.114798519
hs19	31142255	41142255	0.263370841
hs19	39211568	49211568	0.412744231
hs19	47833717	57833717	2.425356242
hs19	57833718	58435947	0
hs19	58435948	68435948	0.377841766
hs2	1519264	11519264	0.211053074
hs2	5965706	15965706	0.2676918
hs2	8566334	18566334	0.872752829
hs2	18566335	19962368	0
hs2	19962369	29962369	0.385385781
hs2	29962370	34606920	0
hs2	34606921	44606921	0.142087297
hs2	44606922	56448244	0
hs2	56448245	66448245	0.2983937
hs2	57579336	67579336	0.397568988
hs2	64498072	74498072	0.197642354
hs2	74498073	77948301	0
hs2	77948302	87948302	0.306782822
hs2	87948303	90231583	0
hs2	90231584	100231584	0.100427586
hs2	99501908	109501908	0.205890262
hs2	101097017	111097017	2.948839128
hs2	111097018	119890950	0
hs2	119890951	129890951	0.542925317
hs2	129890952	138583112	0
hs2	138583113	148583113	0.157903452
hs2	139753954	149753954	0.159586967
hs2	142968696	152968696	0.621564558
hs2	152968697	170746610	0
hs2	170746611	180746611	0.291523241
hs2	180746612	189956909	0
hs2	189956910	199956910	0.14550945
hs2	195046625	205046625	0.240099979
hs2	200153645	210153645	0.119574245
hs2	209589692	219589692	2.236067977
hs2	219589693	231841418	0
hs2	231841419	241841419	0.23640368
hs2	235210131	245210131	3.311330896
hs20	1547810	11547810	0.330409292
hs20	6156684	16156684	0.108455521
hs20	13515886	23515886	0.297824949
hs20	23515887	52915778	0
hs20	52915779	62915779	0.456911698
hs20	52916352	62916352	0.500178668
hs20	56505887	66505887	1.078327733
hs20	61748407	71748407	0.253918294
hs21	35693543	45693543	0.122256288
hs21	42801460	52801460	0.587799626
hs22	35279008	45279008	0.16098354
hs3	6341933	16341933	0.881643749
hs3	16341934	23502133	0
hs3	23502134	33502134	0.594500126
hs3	25576791	35576791	1.616904172
hs3	31854915	41854915	0.128927499
hs3	34583283	44583283	1.51388956
hs3	36132231	46132231	0.51741724
hs3	46132232	53696468	0
hs3	53696469	63696469	0.472315043
hs3	63696470	63769494	0
hs3	63769495	73769495	0.189490369
hs3	70199639	80199639	0.073688534
hs3	80199640	83951533	0
hs3	83951534	93951534	0.281083084
hs3	84719043	94719043	1.068696075
hs3	84856980	94856980	0.689737196
hs3	85794290	95794290	0.148790457
hs3	94668508	104668508	1.64508249
hs3	96090255	106090255	0.202103934
hs3	106090256	107731468	0
hs3	107731469	117731469	0.288506846
hs3	111155080	121155080	0.223133144
hs3	112163628	122163628	1.713517493
hs3	122163629	152697889	0
hs3	152697890	162697890	1.2674485
hs3	162456631	172456631	0.114895605
hs3	172456632	196886772	0
hs3	196886773	206886773	0.288560392
hs4	55310609	65310609	0.206100218
hs4	55312148	65312148	0.346687612
hs4	65312149	66130456	0
hs4	66130457	76130457	0.536634885
hs4	67714666	77714666	1.153352375
hs4	67797267	77797267	0.304926221
hs4	71105167	81105167	0.360445141
hs4	81105168	93868223	0
hs4	93868224	103868224	1.497311925
hs4	103868225	104746461	0
hs4	104746462	114746462	0.21958142
hs4	114746463	149096017	0
hs4	149096018	159096018	0.565874103
hs4	149368759	159368759	0.864944912
hs4	159368760	163244474	0
hs4	163244475	173244475	0.215178298
hs4	173244476	176659496	0
hs4	176659497	186659497	0.295108455
hs4	181698552	191698552	0.296913287
hs4	184808022	194808022	0.37809959
hs4	189162568	199162568	1.418951303
hs5	17226551	27226551	0.313419527
hs5	27226552	44770208	0
hs5	44770209	54770209	0.107832741
hs5	51128677	61128677	0.141990493
hs5	61128678	65315423	0
hs5	65315424	75315424	0.172550572
hs5	75315425	85460579	0
hs5	85460580	95460580	0.401609636
hs5	95460581	109537367	0
hs5	109537368	119537368	0.477002411
hs5	119537369	146867768	0
hs5	146867769	156867769	0.459912709
hs5	156867770	172837235	0
hs5	172837236	182837236	0.900521071
hs5	179557321	189557321	6.32455532
hs6	7503694	17503694	0.916698478
hs6	7569605	17569605	0.344112336
